Stream,Interest,Math_Score,Communication_Score,Technical_Skill_Score,Creativity_Score,Aptitude_Score,Skill_Level,Recommended_Career
PCM,Technology,42,87,42,99,40,Beginner,Mechanical Engineer
PCMB,Biotech,44,66,67,99,80,Intermediate,Genetic Engineer
PCMB,AI,48,63,56,84,88,Advanced,Biomedical Engineer
PCB,Research,60,47,85,95,64,Intermediate,Biotechnologist
PCMB,Research,62,54,77,64,44,Beginner,Bioinformatics Scientist
PCMB,AI,58,50,96,60,62,Intermediate,Bioinformatics Scientist
PCM,Engineering,47,73,81,78,41,Beginner,AI Engineer
PCB,Medical,63,77,91,93,87,Advanced,Nurse
PCMB,AI,53,73,81,76,77,Intermediate,Genetic Engineer
Commerce,Business,57,71,57,90,55,Beginner,Investment Banker
Commerce,Finance,59,98,97,47,61,Intermediate,Investment Banker
PCB,Healthcare,66,96,83,45,84,Advanced,Microbiologist
PCM,Engineering,75,43,99,92,86,Advanced,Civil Engineer
Commerce,Business,45,66,99,72,96,Advanced,Business Analyst
Arts,Writing,50,84,57,91,45,Beginner,Graphic Designer
PCB,Healthcare,93,57,66,61,42,Beginner,Pharmacist
PCMB,AI,84,98,98,86,52,Beginner,Bioinformatics Scientist
PCB,Research,74,55,67,55,67,Intermediate,Pharmacist
Commerce,Marketing,83,82,58,48,78,Intermediate,Investment Banker
PCM,AI,74,100,47,80,77,Intermediate,Data Scientist
PCB,Healthcare,53,74,43,63,98,Advanced,Nurse
Arts,Writing,41,94,65,70,59,Beginner,Lawyer
Arts,Design,60,58,40,57,64,Intermediate,Lawyer
PCMB,Biotech,75,88,89,84,59,Beginner,Genetic Engineer
Commerce,Business,60,82,53,51,93,Advanced,Financial Analyst
Arts,Human Behavior,52,85,45,77,48,Beginner,Graphic Designer
PCM,AI,89,68,90,69,58,Beginner,Civil Engineer
PCM,Engineering,59,97,67,54,53,Beginner,Software Developer
PCB,Healthcare,63,76,76,40,54,Beginner,Doctor
PCMB,AI,88,63,55,64,56,Beginner,Genetic Engineer
Commerce,Marketing,95,65,89,42,80,Intermediate,Financial Analyst
Commerce,Business,44,86,76,59,87,Advanced,Financial Analyst
PCB,Medical,96,48,59,97,69,Intermediate,Nutritionist
PCB,Research,64,44,99,59,97,Advanced,Doctor
Arts,Writing,77,60,86,64,79,Intermediate,Journalist
PCB,Healthcare,42,93,84,64,45,Beginner,Nurse
Arts,Design,92,78,50,69,54,Beginner,Lawyer
PCMB,Biotech,43,100,93,48,61,Intermediate,Biomedical Engineer
Commerce,Finance,54,85,44,92,100,Advanced,Investment Banker
PCB,Healthcare,59,77,51,96,95,Advanced,Nutritionist
PCMB,Biotech,50,95,92,42,96,Advanced,Genetic Engineer
Arts,Writing,77,61,59,65,80,Intermediate,Lawyer
PCMB,Research,63,81,56,51,59,Beginner,Biomedical Engineer
PCMB,Biotech,46,47,63,49,96,Advanced,Genetic Engineer
PCB,Healthcare,85,73,97,95,54,Beginner,Nutritionist
PCM,Engineering,57,76,53,94,67,Intermediate,Data Scientist
PCM,Engineering,81,90,47,89,53,Beginner,Civil Engineer
PCB,Healthcare,89,41,84,58,65,Intermediate,Microbiologist
Arts,Design,43,94,56,92,60,Beginner,Lawyer
PCM,Data,66,70,76,79,95,Advanced,AI Engineer
Commerce,Business,94,44,99,86,76,Intermediate,Investment Banker
PCMB,Research,71,41,81,87,74,Intermediate,Biomedical Engineer
PCM,Engineering,98,43,69,58,77,Intermediate,Civil Engineer
PCM,Technology,57,72,94,69,48,Beginner,Civil Engineer
PCM,Technology,51,69,48,42,71,Intermediate,Software Developer
PCMB,Research,94,84,94,53,85,Advanced,Biomedical Engineer
PCM,AI,87,59,60,92,76,Intermediate,AI Engineer
Arts,Human Behavior,61,89,74,80,87,Advanced,Journalist
Arts,Writing,45,45,40,72,86,Advanced,Psychologist
PCM,Data,48,96,46,50,79,Intermediate,Mechanical Engineer
Arts,Design,85,64,40,87,41,Beginner,Lawyer
Commerce,Finance,85,72,57,55,83,Advanced,Business Analyst
Arts,Design,68,94,80,50,94,Advanced,Journalist
PCM,Engineering,49,96,52,78,70,Intermediate,Data Scientist
Arts,Human Behavior,46,99,43,46,57,Beginner,Graphic Designer
PCM,Technology,84,91,54,75,70,Intermediate,Data Scientist
Commerce,Finance,42,92,62,79,77,Intermediate,Chartered Accountant
Commerce,Marketing,95,92,91,85,95,Advanced,Investment Banker
PCB,Medical,92,62,40,66,47,Beginner,Nurse
PCB,Healthcare,95,94,93,86,42,Beginner,Biotechnologist
Arts,Human Behavior,97,74,58,96,65,Intermediate,Graphic Designer
Commerce,Business,85,97,62,93,58,Beginner,Chartered Accountant
Arts,Human Behavior,47,98,60,77,84,Advanced,Lawyer
PCMB,AI,73,57,43,56,56,Beginner,Bioinformatics Scientist
PCB,Research,95,61,65,55,53,Beginner,Biotechnologist
PCMB,Biotech,48,40,83,42,66,Intermediate,Biomedical Engineer
PCMB,AI,99,78,89,52,99,Advanced,Genetic Engineer
PCMB,AI,84,93,66,55,100,Advanced,Genetic Engineer
Commerce,Business,65,42,70,75,90,Advanced,Financial Analyst
Arts,Writing,43,87,74,54,86,Advanced,Lawyer
Commerce,Marketing,78,81,49,46,68,Intermediate,Investment Banker
PCB,Healthcare,90,70,87,93,42,Beginner,Microbiologist
PCB,Medical,63,55,98,59,48,Beginner,Nutritionist
Commerce,Business,87,66,84,86,46,Beginner,Chartered Accountant
PCB,Research,48,88,50,60,74,Intermediate,Biotechnologist
PCMB,AI,85,52,67,74,58,Beginner,Bioinformatics Scientist
Commerce,Business,56,47,73,96,63,Intermediate,Investment Banker
PCMB,Biotech,83,84,62,70,79,Intermediate,Bioinformatics Scientist
PCM,Technology,85,44,78,64,97,Advanced,Software Developer
PCB,Medical,65,92,91,63,52,Beginner,Nurse
Arts,Human Behavior,80,66,43,89,81,Advanced,Lawyer
PCM,Data,76,78,68,42,97,Advanced,Software Developer
Arts,Human Behavior,46,75,52,48,86,Advanced,Lawyer
PCB,Research,51,60,70,63,96,Advanced,Biotechnologist
PCM,AI,94,64,88,82,74,Intermediate,Civil Engineer
PCB,Healthcare,78,74,66,75,64,Intermediate,Biotechnologist
PCMB,Research,52,50,57,52,90,Advanced,Biomedical Engineer
PCM,Engineering,92,94,42,85,43,Beginner,Software Developer
Arts,Writing,69,82,47,85,57,Beginner,Graphic Designer
Commerce,Business,100,99,45,81,89,Advanced,Chartered Accountant
Commerce,Business,43,99,73,92,77,Intermediate,Business Analyst
Commerce,Finance,56,91,82,98,93,Advanced,Business Analyst
PCB,Research,64,82,83,83,70,Intermediate,Nurse
PCB,Healthcare,85,49,80,88,79,Intermediate,Pharmacist
PCMB,Research,90,90,40,53,98,Advanced,Bioinformatics Scientist
PCM,Data,43,93,61,40,60,Beginner,AI Engineer
PCMB,AI,89,86,90,84,73,Intermediate,Genetic Engineer
PCB,Medical,85,41,64,50,89,Advanced,Microbiologist
PCB,Medical,55,67,44,60,84,Advanced,Nutritionist
Commerce,Business,73,54,84,62,75,Intermediate,Investment Banker
Arts,Human Behavior,85,67,71,84,90,Advanced,Psychologist
Commerce,Finance,61,82,76,80,88,Advanced,Financial Analyst
PCM,Data,54,81,89,99,46,Beginner,Mechanical Engineer
PCMB,Biotech,69,91,99,89,83,Advanced,Bioinformatics Scientist
Arts,Human Behavior,42,100,93,62,46,Beginner,Lawyer
PCB,Research,41,100,87,50,40,Beginner,Nutritionist
Arts,Human Behavior,59,58,41,100,42,Beginner,Lawyer
PCM,AI,63,67,47,58,91,Advanced,Civil Engineer
Commerce,Business,84,47,42,78,65,Intermediate,Chartered Accountant
PCB,Medical,86,64,98,53,81,Advanced,Nutritionist
PCM,Engineering,53,48,73,43,57,Beginner,Data Scientist
PCMB,Research,87,70,63,47,45,Beginner,Genetic Engineer
PCM,Data,62,88,78,41,60,Beginner,Civil Engineer
PCMB,Biotech,89,89,72,43,86,Advanced,Genetic Engineer
PCMB,AI,91,93,89,92,99,Advanced,Genetic Engineer
Arts,Design,43,69,79,74,65,Intermediate,Journalist
Commerce,Marketing,56,98,60,51,76,Intermediate,Investment Banker
PCMB,Biotech,56,56,83,86,72,Intermediate,Bioinformatics Scientist
PCM,Data,76,92,79,79,42,Beginner,Software Developer
Commerce,Finance,52,91,43,66,89,Advanced,Financial Analyst
PCB,Healthcare,80,89,60,69,85,Advanced,Pharmacist
PCMB,Research,100,40,47,81,57,Beginner,Bioinformatics Scientist
PCMB,Research,51,58,94,92,99,Advanced,Bioinformatics Scientist
Arts,Human Behavior,89,100,90,89,70,Intermediate,Lawyer
Commerce,Marketing,61,54,51,80,75,Intermediate,Financial Analyst
PCM,Engineering,56,90,51,86,89,Advanced,Civil Engineer
PCM,Data,58,78,63,79,76,Intermediate,Civil Engineer
PCM,Data,40,41,70,74,46,Beginner,Software Developer
PCMB,Research,72,48,65,48,90,Advanced,Genetic Engineer
Arts,Human Behavior,42,61,43,47,59,Beginner,Lawyer
Commerce,Business,93,85,79,58,40,Beginner,Investment Banker
PCMB,Research,60,71,84,85,91,Advanced,Genetic Engineer
PCMB,Biotech,84,40,41,46,54,Beginner,Biomedical Engineer
PCM,AI,66,52,48,84,81,Advanced,Data Scientist
PCB,Healthcare,92,59,74,50,71,Intermediate,Doctor
Arts,Design,77,71,79,78,71,Intermediate,Graphic Designer
PCM,AI,44,73,69,98,68,Intermediate,Mechanical Engineer
Arts,Human Behavior,59,77,89,43,47,Beginner,Psychologist
PCM,Technology,91,96,79,88,57,Beginner,Software Developer
PCMB,Biotech,77,97,74,68,100,Advanced,Genetic Engineer
PCMB,Research,75,88,83,83,58,Beginner,Biomedical Engineer
Commerce,Business,96,78,100,72,98,Advanced,Chartered Accountant
PCMB,AI,88,66,76,69,98,Advanced,Bioinformatics Scientist
Arts,Writing,79,47,53,61,54,Beginner,Psychologist
PCM,Technology,55,67,76,77,51,Beginner,AI Engineer
PCM,Technology,75,86,100,81,75,Intermediate,Civil Engineer
Arts,Design,74,40,67,93,45,Beginner,Lawyer
PCB,Medical,74,61,83,69,97,Advanced,Doctor
PCMB,Research,77,87,43,80,56,Beginner,Biomedical Engineer
Arts,Design,76,96,81,48,88,Advanced,Graphic Designer
PCM,Data,79,52,96,51,87,Advanced,AI Engineer
PCMB,Research,100,41,64,95,41,Beginner,Genetic Engineer
PCM,Engineering,67,50,75,56,89,Advanced,Data Scientist
PCM,Data,58,48,73,63,59,Beginner,AI Engineer
PCMB,AI,95,100,63,76,80,Intermediate,Bioinformatics Scientist
PCB,Healthcare,67,85,74,43,43,Beginner,Pharmacist
PCM,Technology,61,85,72,40,80,Intermediate,Data Scientist
PCMB,AI,55,50,98,64,89,Advanced,Biomedical Engineer
PCM,Engineering,63,45,77,81,61,Intermediate,Mechanical Engineer
PCMB,Biotech,55,54,58,65,85,Advanced,Bioinformatics Scientist
PCB,Healthcare,99,55,47,98,65,Intermediate,Nurse
Arts,Human Behavior,93,77,92,95,88,Advanced,Psychologist
PCMB,AI,70,52,52,84,76,Intermediate,Bioinformatics Scientist
Commerce,Business,89,78,49,45,61,Intermediate,Business Analyst
PCM,Data,78,40,85,49,58,Beginner,AI Engineer
PCM,Data,56,85,99,76,73,Intermediate,Data Scientist
Arts,Writing,56,99,85,45,99,Advanced,Psychologist
PCM,AI,67,96,71,81,43,Beginner,Software Developer
PCM,Technology,96,74,53,98,63,Intermediate,Mechanical Engineer
PCM,Technology,70,80,60,46,65,Intermediate,Civil Engineer
PCMB,Research,95,87,49,40,86,Advanced,Genetic Engineer
Arts,Design,52,94,47,65,43,Beginner,Psychologist
Commerce,Marketing,99,71,61,70,82,Advanced,Business Analyst
PCMB,AI,60,45,74,75,93,Advanced,Genetic Engineer
PCM,Technology,59,53,79,78,42,Beginner,AI Engineer
PCB,Research,61,63,97,69,47,Beginner,Pharmacist
Arts,Design,47,51,70,87,89,Advanced,Journalist
PCMB,Biotech,44,62,87,95,92,Advanced,Bioinformatics Scientist
Commerce,Finance,90,62,77,73,43,Beginner,Chartered Accountant
Arts,Design,41,66,41,77,78,Intermediate,Graphic Designer
PCB,Research,88,65,80,46,55,Beginner,Nurse
Arts,Design,74,46,68,98,94,Advanced,Journalist
Commerce,Finance,65,74,100,67,62,Intermediate,Financial Analyst
PCMB,Biotech,47,48,85,79,69,Intermediate,Bioinformatics Scientist
Commerce,Finance,61,80,50,92,85,Advanced,Chartered Accountant
Commerce,Finance,40,100,79,44,40,Beginner,Chartered Accountant
Commerce,Business,57,86,58,80,78,Intermediate,Business Analyst
Arts,Writing,98,86,94,71,65,Intermediate,Psychologist
PCB,Research,83,56,100,83,68,Intermediate,Doctor
Arts,Design,71,88,75,97,41,Beginner,Journalist
PCMB,AI,43,42,95,83,96,Advanced,Genetic Engineer
PCMB,Biotech,95,85,45,58,80,Intermediate,Bioinformatics Scientist
PCMB,Research,42,100,96,89,40,Beginner,Genetic Engineer
PCB,Research,73,76,96,69,45,Beginner,Nutritionist
PCMB,Biotech,96,100,99,54,66,Intermediate,Genetic Engineer
Arts,Human Behavior,94,100,40,76,67,Intermediate,Lawyer
Arts,Human Behavior,57,43,90,63,100,Advanced,Psychologist
PCMB,Biotech,64,98,94,73,57,Beginner,Genetic Engineer
Commerce,Marketing,89,81,43,60,41,Beginner,Business Analyst
Arts,Human Behavior,71,92,95,72,43,Beginner,Graphic Designer
PCB,Research,48,57,92,54,60,Beginner,Microbiologist
Arts,Writing,81,94,68,90,42,Beginner,Graphic Designer
PCB,Healthcare,92,84,65,51,62,Intermediate,Doctor
PCM,AI,100,42,70,80,76,Intermediate,Software Developer
PCB,Medical,75,95,60,61,91,Advanced,Nutritionist
Commerce,Business,45,79,69,66,87,Advanced,Financial Analyst
PCMB,Biotech,58,100,63,54,91,Advanced,Genetic Engineer
PCB,Healthcare,72,63,98,40,73,Intermediate,Microbiologist
Arts,Design,44,62,76,76,61,Intermediate,Graphic Designer
PCM,Technology,71,78,99,61,81,Advanced,Civil Engineer
PCM,Data,93,76,42,48,99,Advanced,AI Engineer
Commerce,Business,49,94,60,46,71,Intermediate,Financial Analyst
PCB,Healthcare,46,49,97,57,98,Advanced,Nurse
PCB,Healthcare,77,82,59,47,58,Beginner,Pharmacist
PCMB,AI,73,54,72,99,87,Advanced,Genetic Engineer
PCB,Research,81,45,62,74,65,Intermediate,Biotechnologist
Commerce,Business,76,44,70,74,65,Intermediate,Business Analyst
PCB,Research,72,84,93,47,47,Beginner,Microbiologist
PCM,Engineering,87,85,100,85,81,Advanced,Software Developer
Arts,Writing,61,82,69,81,95,Advanced,Graphic Designer
Commerce,Marketing,45,94,59,42,82,Advanced,Financial Analyst
Commerce,Finance,40,52,93,67,96,Advanced,Business Analyst
PCMB,Biotech,51,86,67,94,59,Beginner,Bioinformatics Scientist
PCB,Medical,53,55,97,66,91,Advanced,Nurse
PCB,Healthcare,73,45,83,67,56,Beginner,Doctor
PCB,Healthcare,65,40,58,99,51,Beginner,Microbiologist
PCB,Research,79,71,71,80,92,Advanced,Biotechnologist
PCMB,Biotech,41,94,83,87,59,Beginner,Genetic Engineer
Commerce,Marketing,66,62,44,88,84,Advanced,Business Analyst
PCMB,AI,52,93,97,40,79,Intermediate,Biomedical Engineer
Arts,Design,90,56,66,83,62,Intermediate,Graphic Designer
PCM,Data,41,92,62,45,75,Intermediate,Mechanical Engineer
Arts,Design,89,55,93,77,74,Intermediate,Graphic Designer
Commerce,Business,85,62,55,100,64,Intermediate,Investment Banker
Arts,Design,95,51,84,90,86,Advanced,Graphic Designer
PCMB,AI,42,93,58,41,63,Intermediate,Genetic Engineer
PCB,Medical,68,84,94,94,63,Intermediate,Nurse
PCB,Healthcare,92,40,55,96,45,Beginner,Nurse
PCMB,Biotech,46,77,87,52,99,Advanced,Biomedical Engineer
Arts,Human Behavior,86,49,42,40,76,Intermediate,Lawyer
PCM,Data,50,79,42,48,66,Intermediate,Data Scientist
Arts,Human Behavior,81,64,91,74,48,Beginner,Psychologist
Arts,Design,47,48,98,86,80,Intermediate,Journalist
PCMB,Biotech,68,40,82,94,98,Advanced,Biomedical Engineer
Commerce,Business,68,99,41,80,73,Intermediate,Business Analyst
Commerce,Finance,88,73,88,63,50,Beginner,Business Analyst
PCM,Data,96,79,50,86,84,Advanced,AI Engineer
PCM,Engineering,90,82,51,91,50,Beginner,Software Developer
Commerce,Business,71,64,46,81,83,Advanced,Chartered Accountant
Commerce,Business,79,65,62,86,60,Beginner,Investment Banker
Commerce,Finance,88,63,84,62,89,Advanced,Investment Banker
PCB,Research,80,40,52,62,46,Beginner,Biotechnologist
Commerce,Finance,87,54,54,73,82,Advanced,Investment Banker
Commerce,Finance,96,93,56,92,68,Intermediate,Financial Analyst
Commerce,Finance,43,85,59,100,96,Advanced,Business Analyst
Arts,Design,79,64,41,77,67,Intermediate,Lawyer
PCM,Data,91,74,57,58,95,Advanced,Software Developer
Commerce,Finance,93,84,53,57,72,Intermediate,Chartered Accountant
PCM,AI,70,74,68,43,69,Intermediate,Data Scientist
Arts,Writing,92,62,58,83,68,Intermediate,Journalist
PCMB,Biotech,63,62,48,53,95,Advanced,Genetic Engineer
PCMB,AI,52,49,69,90,99,Advanced,Genetic Engineer
PCM,AI,91,47,75,44,65,Intermediate,Software Developer
PCM,AI,52,65,78,85,94,Advanced,AI Engineer
PCM,Engineering,84,86,95,47,82,Advanced,Mechanical Engineer
Commerce,Marketing,55,51,42,64,84,Advanced,Business Analyst
PCMB,Biotech,43,69,51,54,50,Beginner,Biomedical Engineer
Commerce,Business,82,51,60,41,93,Advanced,Financial Analyst
Arts,Writing,50,98,91,100,96,Advanced,Lawyer
Arts,Writing,65,84,62,57,80,Intermediate,Graphic Designer
PCM,Data,65,92,88,81,90,Advanced,Data Scientist
PCMB,Research,52,73,63,61,44,Beginner,Bioinformatics Scientist
Commerce,Finance,53,93,85,65,58,Beginner,Financial Analyst
Arts,Design,52,57,71,45,74,Intermediate,Lawyer
PCMB,Research,46,85,57,96,67,Intermediate,Bioinformatics Scientist
PCB,Medical,40,47,51,97,90,Advanced,Doctor
Arts,Human Behavior,57,57,84,95,100,Advanced,Psychologist
Commerce,Business,52,50,46,78,99,Advanced,Financial Analyst
PCM,Data,69,79,73,65,97,Advanced,Data Scientist
PCMB,Biotech,72,40,47,78,70,Intermediate,Biomedical Engineer
PCMB,Biotech,88,74,70,45,100,Advanced,Bioinformatics Scientist
PCM,Technology,98,94,55,65,100,Advanced,Software Developer
Arts,Design,96,50,90,61,95,Advanced,Journalist
PCB,Healthcare,67,81,86,65,92,Advanced,Doctor
PCMB,Biotech,78,44,76,63,88,Advanced,Genetic Engineer
Commerce,Business,97,87,73,91,76,Intermediate,Financial Analyst
PCM,Data,50,59,65,72,80,Intermediate,Data Scientist
Commerce,Marketing,51,59,89,51,80,Intermediate,Chartered Accountant
PCM,AI,58,66,81,69,40,Beginner,Software Developer
PCM,Engineering,51,41,95,72,70,Intermediate,Mechanical Engineer
PCMB,Research,88,59,78,48,71,Intermediate,Bioinformatics Scientist
Commerce,Business,56,84,77,82,50,Beginner,Investment Banker
PCM,Data,65,41,67,82,71,Intermediate,AI Engineer
PCMB,AI,42,47,51,64,99,Advanced,Genetic Engineer
PCMB,AI,70,91,48,43,42,Beginner,Biomedical Engineer
Commerce,Marketing,92,44,81,62,56,Beginner,Financial Analyst
PCM,Technology,82,97,57,57,58,Beginner,Data Scientist
PCB,Medical,89,74,60,88,85,Advanced,Doctor
Commerce,Business,48,41,51,63,75,Intermediate,Financial Analyst
Commerce,Marketing,53,62,53,60,95,Advanced,Business Analyst
Arts,Writing,67,47,89,50,68,Intermediate,Journalist
PCB,Medical,79,62,52,87,85,Advanced,Pharmacist
Commerce,Finance,46,91,52,79,47,Beginner,Financial Analyst
PCB,Medical,46,85,61,55,94,Advanced,Doctor
PCM,Technology,40,90,79,56,41,Beginner,Civil Engineer
PCMB,Biotech,85,95,82,87,63,Intermediate,Biomedical Engineer
PCM,Engineering,77,48,51,80,43,Beginner,Software Developer
PCB,Research,70,63,55,86,70,Intermediate,Doctor
PCB,Healthcare,40,67,45,89,88,Advanced,Microbiologist
PCMB,Research,88,49,84,83,43,Beginner,Biomedical Engineer
PCB,Healthcare,56,75,92,53,88,Advanced,Doctor
PCMB,Research,59,82,40,96,53,Beginner,Genetic Engineer
PCB,Research,91,40,74,69,91,Advanced,Nurse
PCM,Technology,53,88,61,51,80,Intermediate,Data Scientist
PCM,AI,86,61,55,58,77,Intermediate,Mechanical Engineer
PCM,Data,48,68,77,60,53,Beginner,Mechanical Engineer
PCB,Medical,73,83,74,68,69,Intermediate,Biotechnologist
Commerce,Marketing,52,40,83,53,89,Advanced,Business Analyst
Arts,Design,87,82,76,81,60,Beginner,Graphic Designer
PCB,Research,97,95,59,43,46,Beginner,Nurse
PCMB,Research,62,50,99,72,76,Intermediate,Genetic Engineer
Commerce,Finance,52,51,50,66,69,Intermediate,Investment Banker
PCB,Research,99,56,74,61,41,Beginner,Doctor
PCB,Healthcare,49,69,97,63,70,Intermediate,Pharmacist
Arts,Human Behavior,74,68,95,88,56,Beginner,Psychologist
PCMB,Research,46,62,97,93,96,Advanced,Genetic Engineer
PCMB,Research,63,72,86,44,85,Advanced,Bioinformatics Scientist
PCMB,Biotech,73,44,73,88,56,Beginner,Bioinformatics Scientist
PCMB,Biotech,40,78,87,49,89,Advanced,Biomedical Engineer
PCB,Medical,74,91,45,69,89,Advanced,Microbiologist
PCMB,Research,57,78,55,99,44,Beginner,Biomedical Engineer
PCB,Medical,57,66,74,47,70,Intermediate,Microbiologist
PCB,Medical,94,54,52,80,60,Beginner,Biotechnologist
Arts,Design,69,42,40,92,42,Beginner,Graphic Designer
Arts,Writing,58,90,77,47,80,Intermediate,Graphic Designer
PCB,Healthcare,42,68,67,65,86,Advanced,Doctor
Commerce,Finance,47,90,99,64,64,Intermediate,Chartered Accountant
PCM,AI,71,53,74,94,74,Intermediate,Mechanical Engineer
PCMB,Biotech,55,44,63,60,59,Beginner,Genetic Engineer
Arts,Human Behavior,51,82,85,81,82,Advanced,Graphic Designer
PCB,Research,40,96,88,65,43,Beginner,Microbiologist
PCMB,Biotech,90,91,73,71,60,Beginner,Bioinformatics Scientist
PCMB,Biotech,68,76,49,59,54,Beginner,Bioinformatics Scientist
PCM,Engineering,87,82,70,75,47,Beginner,Data Scientist
PCB,Research,90,41,55,85,88,Advanced,Biotechnologist
PCMB,Biotech,40,45,79,89,73,Intermediate,Bioinformatics Scientist
Arts,Writing,49,53,76,71,45,Beginner,Journalist
PCB,Healthcare,67,76,92,47,61,Intermediate,Nurse
Commerce,Business,69,87,40,84,63,Intermediate,Business Analyst
Arts,Writing,82,68,88,92,95,Advanced,Graphic Designer
PCM,Data,92,44,70,94,99,Advanced,Software Developer
Commerce,Business,94,49,75,75,88,Advanced,Business Analyst
PCB,Research,82,51,70,81,97,Advanced,Doctor
PCM,AI,78,94,69,40,59,Beginner,Civil Engineer
PCM,AI,92,74,86,42,97,Advanced,Mechanical Engineer
Arts,Writing,97,41,83,61,40,Beginner,Psychologist
PCM,Data,75,89,86,76,43,Beginner,AI Engineer
PCM,Engineering,95,54,89,63,91,Advanced,Software Developer
Arts,Design,99,98,80,64,54,Beginner,Graphic Designer
PCMB,Biotech,82,96,75,46,67,Intermediate,Biomedical Engineer
Commerce,Marketing,78,62,59,44,73,Intermediate,Business Analyst
PCB,Research,41,76,67,46,81,Advanced,Microbiologist
Arts,Writing,47,62,87,99,97,Advanced,Psychologist
PCM,AI,68,95,89,52,56,Beginner,AI Engineer
PCM,Engineering,72,63,63,83,49,Beginner,Civil Engineer
Commerce,Business,46,58,60,85,50,Beginner,Investment Banker
Arts,Writing,53,43,52,59,84,Advanced,Graphic Designer
PCM,Technology,88,47,55,66,96,Advanced,Mechanical Engineer
Arts,Writing,78,41,67,85,88,Advanced,Journalist
Arts,Writing,95,84,47,43,91,Advanced,Lawyer
Commerce,Business,76,87,54,64,60,Beginner,Investment Banker
Arts,Human Behavior,40,45,79,94,75,Intermediate,Journalist
Commerce,Marketing,89,65,60,100,86,Advanced,Business Analyst
PCB,Research,99,48,93,94,50,Beginner,Pharmacist
PCMB,Research,62,82,54,100,96,Advanced,Biomedical Engineer
PCB,Research,59,84,44,94,59,Beginner,Biotechnologist
PCMB,Research,48,85,67,90,62,Intermediate,Bioinformatics Scientist
PCMB,Biotech,90,49,55,98,87,Advanced,Biomedical Engineer
PCM,Technology,45,43,49,62,50,Beginner,Mechanical Engineer
PCMB,Biotech,95,71,50,50,90,Advanced,Genetic Engineer
PCMB,AI,94,56,43,41,65,Intermediate,Genetic Engineer
PCB,Healthcare,44,47,50,64,48,Beginner,Pharmacist
PCMB,Biotech,87,83,67,96,60,Beginner,Genetic Engineer
Commerce,Finance,75,51,93,51,69,Intermediate,Financial Analyst
Commerce,Business,77,87,77,95,82,Advanced,Business Analyst
Commerce,Marketing,66,81,57,79,81,Advanced,Financial Analyst
Commerce,Marketing,77,41,56,99,53,Beginner,Chartered Accountant
PCM,Data,72,47,47,88,53,Beginner,Civil Engineer
PCB,Medical,50,61,53,69,91,Advanced,Biotechnologist
PCM,AI,54,52,93,94,100,Advanced,Data Scientist
Arts,Writing,84,48,45,90,52,Beginner,Psychologist
Commerce,Finance,56,79,67,53,63,Intermediate,Business Analyst
PCMB,AI,98,54,86,60,55,Beginner,Bioinformatics Scientist
PCB,Medical,53,51,65,46,55,Beginner,Biotechnologist
PCMB,AI,93,65,70,48,84,Advanced,Bioinformatics Scientist
Commerce,Business,43,67,69,88,70,Intermediate,Financial Analyst
PCM,Technology,53,42,94,45,56,Beginner,Data Scientist
PCB,Medical,95,61,45,42,79,Intermediate,Nurse
PCMB,AI,82,57,53,43,62,Intermediate,Bioinformatics Scientist
PCMB,Biotech,53,79,72,66,88,Advanced,Bioinformatics Scientist
Arts,Design,93,84,88,80,48,Beginner,Psychologist
Arts,Writing,60,55,85,64,45,Beginner,Lawyer
Arts,Human Behavior,97,64,67,55,87,Advanced,Graphic Designer
Arts,Design,71,52,83,49,40,Beginner,Psychologist
Arts,Human Behavior,73,89,96,86,43,Beginner,Journalist
PCMB,AI,66,61,99,94,74,Intermediate,Bioinformatics Scientist
Arts,Human Behavior,86,95,49,41,45,Beginner,Lawyer
Commerce,Finance,62,78,97,99,40,Beginner,Business Analyst
PCMB,Research,99,79,65,49,65,Intermediate,Biomedical Engineer
Arts,Writing,86,59,88,52,46,Beginner,Graphic Designer
PCM,Engineering,91,46,96,71,78,Intermediate,Civil Engineer
Arts,Writing,49,59,43,54,54,Beginner,Graphic Designer
Commerce,Business,75,98,92,85,86,Advanced,Chartered Accountant
PCMB,Biotech,42,41,76,89,45,Beginner,Genetic Engineer
PCMB,Research,57,98,51,64,43,Beginner,Biomedical Engineer
PCMB,AI,67,61,44,41,78,Intermediate,Biomedical Engineer
PCMB,Research,78,87,63,87,83,Advanced,Genetic Engineer
PCMB,AI,48,99,100,78,74,Intermediate,Biomedical Engineer
PCM,Data,64,95,79,70,82,Advanced,Civil Engineer
Arts,Human Behavior,58,61,97,96,81,Advanced,Graphic Designer
PCM,AI,77,64,98,70,71,Intermediate,Civil Engineer
PCM,Technology,96,81,95,63,74,Intermediate,Mechanical Engineer
Arts,Writing,83,49,99,51,76,Intermediate,Psychologist
Commerce,Finance,53,77,91,44,60,Beginner,Chartered Accountant
PCM,Engineering,61,89,60,80,54,Beginner,Data Scientist
Commerce,Marketing,100,75,89,69,68,Intermediate,Chartered Accountant
PCM,Data,54,63,96,84,68,Intermediate,Mechanical Engineer
Commerce,Marketing,82,59,51,67,84,Advanced,Investment Banker
PCM,AI,48,61,89,83,47,Beginner,Software Developer
PCB,Research,50,40,64,84,64,Intermediate,Nutritionist
PCMB,Biotech,41,57,47,88,68,Intermediate,Bioinformatics Scientist
